VariableGroup,Subgroup,Variable,Area,Year,Value,Unit,Symbol,IsAggregate
Environment and health,Access to improved drinking water source,Total population with access to safe drinking-water (JMP),Dominica,2020,94.4,%,I,FALSE
Environment and health,Access to improved drinking water source,Total population with access to safe drinking-water (JMP),Dominican Republic,2020,84.7,%,I,FALSE
Environment and health,Access to improved drinking water source,Total population with access to safe drinking-water (JMP),Ecuador,2020,86.9,%,I,FALSE
Environment and health,Access to improved drinking water source,Total population with access to safe drinking-water (JMP),Egypt,2020,99.4,%,I,FALSE
Environment and health,Access to improved drinking water source,Total population with access to safe drinking-water (JMP),El Salvador,2020,93.8,%,I,FALSE
Environment and health,Access to improved drinking water source,Total population with access to safe drinking-water (JMP),Equatorial Guinea,2020,47.9,%,I,FALSE
Environment and health,Access to improved drinking water source,Total population with access to safe drinking-water (JMP),Eritrea,2020,57.8,%,I,FALSE
Environment and health,Access to improved drinking water source,Total population with access to safe drinking-water (JMP),Estonia,2020,99.6,%,I,FALSE
Environment and health,Access to improved drinking water source,Total population with access to safe drinking-water (JMP),Eswatini,2020,74.1,%,I,FALSE
Environment and health,Access to improved drinking water source,Total population with access to safe drinking-water (JMP),Ethiopia,2020,57.3,%,I,FALSE
Environment and health,Access to improved drinking water source,Total population with access to safe drinking-water (JMP),Fiji,2020,95.7,%,I,FALSE
Environment and health,Access to improved drinking water source,Total population with access to safe drinking-water (JMP),Finland,2020,100,%,I,FALSE
Environment and health,Access to improved drinking water source,Total population with access to safe drinking-water (JMP),France,2020,100,%,I,FALSE
Environment and health,Access to improved drinking water source,Total population with access to safe drinking-water (JMP),Gabon,2020,93.2,%,I,FALSE
Environment and health,Access to improved drinking water source,Total population with access to safe drinking-water (JMP),Gambia,2020,90.2,%,I,FALSE
Environment and health,Access to improved drinking water source,Total population with access to safe drinking-water (JMP),Georgia,2020,100,%,I,FALSE
Environment and health,Access to improved drinking water source,Total population with access to safe drinking-water (JMP),Germany,2020,100,%,I,FALSE
Environment and health,Access to improved drinking water source,Total population with access to safe drinking-water (JMP),Ghana,2020,88.7,%,I,FALSE
Environment and health,Access to improved drinking water source,Total population with access to safe drinking-water (JMP),Greece,2020,100,%,I,FALSE
Environment and health,Access to improved drinking water source,Total population with access to safe drinking-water (JMP),Grenada,2020,96.6,%,I,FALSE
Environment and health,Access to improved drinking water source,Total population with access to safe drinking-water (JMP),Guatemala,2020,92.8,%,I,FALSE
Environment and health,Access to improved drinking water source,Total population with access to safe drinking-water (JMP),Guinea,2020,76.8,%,I,FALSE
Environment and health,Access to improved drinking water source,Total population with access to safe drinking-water (JMP),Guinea-Bissau,2020,79.3,%,I,FALSE
Environment and health,Access to improved drinking water source,Total population with access to safe drinking-water (JMP),Guyana,2020,98.3,%,I,FALSE
Environment and health,Access to improved drinking water source,Total population with access to safe drinking-water (JMP),Haiti,2020,57.7,%,I,FALSE
Environment and health,Access to improved drinking water source,Total population with access to safe drinking-water (JMP),Honduras,2020,91.2,%,I,FALSE
Environment and health,Access to improved drinking water source,Total population with access to safe drinking-water (JMP),Hungary,2020,100,%,I,FALSE
Environment and health,Access to improved drinking water source,Total population with access to safe drinking-water (JMP),Iceland,2020,100,%,I,FALSE
Environment and health,Access to improved drinking water source,Total population with access to safe drinking-water (JMP),India,2020,94.1,%,I,FALSE
Environment and health,Access to improved drinking water source,Total population with access to safe drinking-water (JMP),Indonesia,2020,87.4,%,I,FALSE
Environment and health,Access to improved drinking water source,Total population with access to safe drinking-water (JMP),Iran (Islamic Republic of),2020,96.2,%,I,FALSE
Environment and health,Access to improved drinking water source,Total population with access to safe drinking-water (JMP),Iraq,2020,86.6,%,I,FALSE
Environment and health,Access to improved drinking water source,Total population with access to safe drinking-water (JMP),Ireland,2020,97.9,%,I,FALSE
Environment and health,Access to improved drinking water source,Total population with access to safe drinking-water (JMP),Israel,2020,100,%,I,FALSE
Environment and health,Access to improved drinking water source,Total population with access to safe drinking-water (JMP),Italy,2020,100,%,I,FALSE
Environment and health,Access to improved drinking water source,Total population with access to safe drinking-water (JMP),Jamaica,2020,93.8,%,I,FALSE
Environment and health,Access to improved drinking water source,Total population with access to safe drinking-water (JMP),Japan,2020,100,%,I,FALSE
Environment and health,Access to improved drinking water source,Total population with access to safe drinking-water (JMP),Jordan,2020,96.9,%,I,FALSE
Environment and health,Access to improved drinking water source,Total population with access to safe drinking-water (JMP),Kazakhstan,2020,92.9,%,I,FALSE
Environment and health,Access to improved drinking water source,Total population with access to safe drinking-water (JMP),Kenya,2020,63.2,%,I,FALSE
Environment and health,Access to improved drinking water source,Total population with access to safe drinking-water (JMP),Kiribati,2020,66.9,%,I,FALSE
Environment and health,Access to improved drinking water source,Total population with access to safe drinking-water (JMP),Kuwait,2020,99,%,I,FALSE
Environment and health,Access to improved drinking water source,Total population with access to safe drinking-water (JMP),Kyrgyzstan,2020,90,%,I,FALSE
Environment and health,Access to improved drinking water source,Total population with access to safe drinking-water (JMP),Lao People's Democratic Republic,2020,75.7,%,I,FALSE
Environment and health,Access to improved drinking water source,Total population with access to safe drinking-water (JMP),Latvia,2020,99.3,%,I,FALSE
Environment and health,Access to improved drinking water source,Total population with access to safe drinking-water (JMP),Lebanon,2020,99,%,I,FALSE
Environment and health,Access to improved drinking water source,Total population with access to safe drinking-water (JMP),Lesotho,2020,81.8,%,I,FALSE
Environment and health,Access to improved drinking water source,Total population with access to safe drinking-water (JMP),Liberia,2020,75.6,%,I,FALSE
Environment and health,Access to improved drinking water source,Total population with access to safe drinking-water (JMP),Libya,2020,71.2,%,I,FALSE
Environment and health,Access to improved drinking water source,Total population with access to safe drinking-water (JMP),Lithuania,2020,96.6,%,I,FALSE
Environment and health,Access to improved drinking water source,Total population with access to safe drinking-water (JMP),Luxembourg,2020,100,%,I,FALSE
Environment and health,Access to improved drinking water source,Total population with access to safe drinking-water (JMP),Madagascar,2020,51.5,%,I,FALSE
Environment and health,Access to improved drinking water source,Total population with access to safe drinking-water (JMP),Malawi,2020,90.2,%,I,FALSE
